"","ID","VARLABEL"
"1079","PV3RCUN","Plausible Value 3 in Cognitive Process Subscale of Reading - Understand"
"1080","PV4RCUN","Plausible Value 4 in Cognitive Process Subscale of Reading - Understand"
"1081","PV5RCUN","Plausible Value 5 in Cognitive Process Subscale of Reading - Understand"
"1082","PV6RCUN","Plausible Value 6 in Cognitive Process Subscale of Reading - Understand"
"1083","PV7RCUN","Plausible Value 7 in Cognitive Process Subscale of Reading - Understand"
"1084","PV8RCUN","Plausible Value 8 in Cognitive Process Subscale of Reading - Understand"
"1085","PV9RCUN","Plausible Value 9 in Cognitive Process Subscale of Reading - Understand"
"1086","PV10RCUN","Plausible Value 10 in Cognitive Process Subscale of Reading - Understand"
"1087","PV1RCER","Plausible Value 1 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1088","PV2RCER","Plausible Value 2 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1089","PV3RCER","Plausible Value 3 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1090","PV4RCER","Plausible Value 4 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1091","PV5RCER","Plausible Value 5 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1092","PV6RCER","Plausible Value 6 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1093","PV7RCER","Plausible Value 7 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1094","PV8RCER","Plausible Value 8 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1095","PV9RCER","Plausible Value 9 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1096","PV10RCER","Plausible Value 10 in Cognitive Process Subscale of Reading - Evaluate and Reflect"
"1097","PV1RTSN","Plausible Value 1 in Text Structure Subscale of Reading - Single"
"1098","PV2RTSN","Plausible Value 2 in Text Structure Subscale of Reading - Single"
"1099","PV3RTSN","Plausible Value 3 in Text Structure Subscale of Reading - Single"
"1100","PV4RTSN","Plausible Value 4 in Text Structure Subscale of Reading - Single"
"1101","PV5RTSN","Plausible Value 5 in Text Structure Subscale of Reading - Single"
"1102","PV6RTSN","Plausible Value 6 in Text Structure Subscale of Reading - Single"
"1103","PV7RTSN","Plausible Value 7 in Text Structure Subscale of Reading - Single"
"1104","PV8RTSN","Plausible Value 8 in Text Structure Subscale of Reading - Single"
"1105","PV9RTSN","Plausible Value 9 in Text Structure Subscale of Reading - Single"
"1106","PV10RTSN","Plausible Value 10 in Text Structure Subscale of Reading - Single"
"1107","PV1RTML","Plausible Value 1 in Text Structure Subscale of Reading - Multiple"
"1108","PV2RTML","Plausible Value 2 in Text Structure Subscale of Reading - Multiple"
"1109","PV3RTML","Plausible Value 3 in Text Structure Subscale of Reading - Multiple"
"1110","PV4RTML","Plausible Value 4 in Text Structure Subscale of Reading - Multiple"
"1111","PV5RTML","Plausible Value 5 in Text Structure Subscale of Reading - Multiple"
"1112","PV6RTML","Plausible Value 6 in Text Structure Subscale of Reading - Multiple"
"1113","PV7RTML","Plausible Value 7 in Text Structure Subscale of Reading - Multiple"
"1114","PV8RTML","Plausible Value 8 in Text Structure Subscale of Reading - Multiple"
"1115","PV9RTML","Plausible Value 9 in Text Structure Subscale of Reading - Multiple"
"1116","PV10RTML","Plausible Value 10 in Text Structure Subscale of Reading - Multiple"
"1117","SENWT","Senate Weight (sum of 5000 per country)"
"1118","VER_DAT","Date of the database creation"
"1119","CNTRYID","Country Identifier"
"1120","CNT","Country code 3-character"
"1121","CNTSCHID","Intl. School ID"
"1122","CYC","PISA Assessment Cycle (2 digits + 2 character Assessment type - MS/FT)"
"1123","NatCen","National Centre 6-digit Code"
"1124","Region","Region"
"1125","STRATUM","Stratum ID 7-character (cnt + region ID + original stratum ID)"
"1126","SUBNATIO","Adjudicated sub-region code 7-digit code (3-digit country code + region ID + stratum ID)"
"1127","OECD","OECD country"
"1128","ADMINMODE","Mode of Respondent"
"1129","LANGTEST","Language of Questionnaire/Assessment"
"1130","SC001Q01TA","Which of the following definitions best describes the community in which your school is located?"
"1131","SC013Q01TA","Is your school a public or a private school?"
"1132","SC016Q01TA","Percentage of total funding for school year from: Government"
"1133","SC016Q02TA","Percentage of total funding for school year from: Student fees or school charges paid by parents"
"1134","SC016Q03TA","Percentage of total funding for school year from: Benefactors, donations, bequests, sponsorships, parent fundraising"
"1135","SC016Q04TA","Percentage of total funding for school year from: Other"
"1136","SC017Q01NA","School's instruction hindered by: A lack of teaching staff."
"1137","SC017Q02NA","School's instruction hindered by: Inadequate or poorly qualified teaching staff."
"1138","SC017Q03NA","School's instruction hindered by: A lack of assisting staff."
"1139","SC017Q04NA","School's instruction hindered by: Inadequate or poorly qualified assisting staff."
"1140","SC017Q05NA","School's instruction hindered by: A lack of educational material [...]"
"1141","SC017Q06NA","School's instruction hindered by: Inadequate or poor quality educational material [...]"
"1142","SC017Q07NA","School's instruction hindered by: A lack of physical infrastructure [...]"
"1143","SC017Q08NA","School's instruction hindered by: Inadequate or poor quality physical infrastructure [...]"
"1144","SC161Q01SA","Main responsibility for career guidance at school: Not applicable, career guidance is not available in this school"
"1145","SC161Q02SA","Main responsibility for career guidance at school: All teachers share the responsibility for career guidance"
"1146","SC161Q03SA","Main responsibility for career guidance at school: Specific teachers have the main responsibility for career guidance"
"1147","SC161Q04SA","Main responsibility for career guidance at school: We have [...] career guidance counsellors employed at school"
"1148","SC161Q05SA","Main responsibility for career guidance at school: We have [...] career guidance counsellors who regularly visit [...]"
"1149","SC162Q01SA","If career guidance is available at your school, which of the statements below best describes the situation for [...]"
"1150","SC155Q01HA","School's capacity using digital devices: The number of digital devices connected to the Internet is sufficient"
"1151","SC155Q02HA","School's capacity using digital devices: The school's Internet bandwidth or speed is sufficient"
"1152","SC155Q03HA","School's capacity using digital devices: The number of digital devices for instruction is sufficient"
"1153","SC155Q04HA","School's capacity using digital devices: Digital devices [...] are sufficiently powerful in terms of computing capacity"
"1154","SC155Q05HA","School's capacity using digital devices: The availability of adequate software is sufficient"
"1155","SC155Q06HA","School's capacity using digital devices: Teachers have the [...] skills to integrate digital devices in instruction"
"1156","SC155Q07HA","School's capacity using digital devices: Teachers have sufficient time to prepare lessons integrating digital devices"
"1157","SC155Q08HA","School's capacity using digital devices: Effective professional resources for teachers to learn how to use digital [...]"
"1158","SC155Q09HA","School's capacity using digital devices: An effective online learning support platform is available"
"1159","SC155Q10HA","School's capacity using digital devices: Teachers are provided with incentives to integrate digital devices in [...]"
"1160","SC155Q11HA","School's capacity using digital devices: The school has sufficient qualified technical assistant staff"
"1161","SC156Q01HA","At school: Its own written statement about the use of digital devices"
"1162","SC156Q02HA","At school: Its own written statement specifically about the use of digital devices for pedagogical purposes"
"1163","SC156Q03HA","At school: A programme to use digital devices for teaching and learning in specific subjects"
"1164","SC156Q04HA","At school: Regular discussions with teaching staff about the use of digital devices for pedagogical purposes"
"1165","SC156Q05HA","At school: A specific programme to prepare students for responsible Internet behaviour"
"1166","SC156Q06HA","At school: A specific policy about using Social Networks (<Facebook>, etc.) in teaching and learning"
"1167","SC156Q07HA","At school: A specific programme to promote collaboration on the use of digital devices among teachers"
"1168","SC156Q08HA","At school: Scheduled time for teachers to meet to share, evaluate or develop instructional materials and [...]"
"1169","SC011Q01TA","Which of the following statements best describes the schooling available to students in your location?"
"1170","SC012Q01TA","Student admission to school: Student's record of academic performance (including placement tests)"
"1171","SC012Q02TA","Student admission to school: Recommendation of feeder schools"
"1172","SC012Q03TA","Student admission to school: Parents' endorsement of the instructional or religious philosophy of the school"
"1173","SC012Q04TA","Student admission to school: Whether the student requires or is interested in a special programme"
"1174","SC012Q05TA","Student admission to school: Preference given to family members of current or former students"
"1175","SC012Q06TA","Student admission to school: Residence in a particular area"
"1176","SC012Q07TA","Student admission to school: Other"
"1177","SC042Q01TA","School's policy for <national modal grade for 15-year-olds>: Students are grouped by ability into different classes."
"1178","SC042Q02TA","School's policy for <national modal grade for 15-year-olds>: Students are grouped by ability within their classes."
"1179","SC154Q01HA","School's use of assessments of students: To guide students' learning"
"1180","SC154Q02WA","School's use of assessments of students: To inform parents about their child's progress"
"1181","SC154Q03WA","School's use of assessments of students: To make decisions about students' retention or promotion"
"1182","SC154Q04WA","School's use of assessments of students: To group students for instructional purposes"
"1183","SC154Q05WA","School's use of assessments of students: To compare the school to <district or national> performance"
"1184","SC154Q06WA","School's use of assessments of students: To monitor the schools progress from year to year"
"1185","SC154Q07WA","School's use of assessments of students: To make judgements about teachers' effectiveness"
"1186","SC154Q08WA","School's use of assessments of students: To identify aspects of instruction or the curriculum that could be improved"
"1187","SC154Q09HA","School's use of assessments of students: To adapt teaching to the students' needs"
"1188","SC154Q10WA","School's use of assessments of students: To compare the school with other schools"
"1189","SC154Q11HA","School's use of assessments of students: To award certificates to students"
"1190","SC036Q01TA","Use of achievement data in school: Achievement data are posted publicly (e.g. in the media)"
"1191","SC036Q02TA","Use of achievement data in school: Achievement data are tracked over time by an administrative authority"
"1192","SC036Q03NA","Use of achievement data in school: Achievement data are provided directly to parents"
"1193","SC037Q01TA","Quality assurance at school: Internal evaluation/Self-evaluation"
"1194","SC037Q02TA","Quality assurance at school: External evaluation"
"1195","SC037Q03TA","Quality assurance at school: Written specification of the school's curricular profile and educational goals"
"1196","SC037Q04TA","Quality assurance at school: Written specification of student performance standards"
"1197","SC037Q05NA","Quality assurance at school: Systematic recording of data such as [...] attendance and professional development"
"1198","SC037Q06NA","Quality assurance at school: Systematic recording of student test results and graduation rates"
"1199","SC037Q07TA","Quality assurance at school: Seeking written feedback from students (e.g. regarding lessons, teachers or resources)"
"1200","SC037Q08TA","Quality assurance at school: Teacher mentoring"
"1201","SC037Q09TA","Quality assurance at school: Regular consultation aimed at school improvement [...] over a period of at least six months"
"1202","SC037Q10NA","Quality assurance at school: Implementation of a standardised policy for reading subjects [...]"
"1203","SC165Q01HA","Teachers' practices: [...] students learn about the histories of diverse cultural groups that live in <country of test>."
"1204","SC165Q02HA","Teachers' practices: [...] students learn about the histories of diverse cultural groups that live in other countries."
"1205","SC165Q03HA","Teachers' practices: [...] students learn about the cultures [...] of [...] groups that live in <country of test>"
"1206","SC165Q04HA","Teachers' practices: [...] students learn about different cultural perspectives on historical and social events."
"1207","SC165Q05HA","Teachers' practices: Our school supports activities that encourage students expression of diverse identities [...]"
"1208","SC165Q06HA","Teachers' practices: Our school offers an exchange programme with schools in other countries."
"1209","SC165Q07HA","Teachers' practices: Our school organises multicultural events (e.g. cultural diversity day)."
"1210","SC165Q08HA","Teachers' practices: In our school, we celebrate festivities from other cultures."
"1211","SC165Q09HA","Teachers' practices: In our school, students are encouraged to communicate with people from other cultures via [...]"
"1212","SC165Q10HA","Teachers' practices: Our school adopts different approaches to educate students about cultural differences [...]"
"1213","SC166Q02HA","Opinion shared by teaching staff: It is important for students to learn that people from other cultures can have [...]"
"1214","SC166Q03HA","Opinion shared by teaching staff: Respecting other cultures is something that students should learn as early as possible"
"1215","SC166Q05HA","Opinion shared by teaching staff: In the classroom, it is important that students of different origins recognise [...]"
"1216","SC166Q06HA","Opinion shared by teaching staff: When there are conflicts between students of different origins, they should be [...]"
"1217","SC167Q01HA","Curriculum for the following in <national modal grade for 15-year-olds>: Communicating with people from different [...]"
"1218","SC167Q02HA","Curriculum for the following in <national modal grade for 15-year-olds>: Knowledge of different cultures"
"1219","SC167Q03HA","Curriculum for the following in <national modal grade for 15-year-olds>: Openness to intercultural experiences"
"1220","SC167Q04HA","Curriculum for the following in <national modal grade for 15-year-olds>: Respect for cultural diversity"
"1221","SC167Q05HA","Curriculum for the following in <national modal grade for 15-year-olds>: Foreign languages"
"1222","SC167Q06HA","Curriculum for the following in <national modal grade for 15-year-olds>: Critical thinking skills"
"1223","SC158Q01HA","Formal curriculum in <national modal grade for 15-year-olds>: Climate change and global warming"
"1224","SC158Q02HA","Formal curriculum in <national modal grade for 15-year-olds>: Global health (e.g. epidemics)"
"1225","SC158Q04HA","Formal curriculum in <national modal grade for 15-year-olds>: Migration (movement of people)"
"1226","SC158Q07HA","Formal curriculum in <national modal grade for 15-year-olds>: International conflicts"
"1227","SC158Q08HA","Formal curriculum in <national modal grade for 15-year-olds>: Hunger or malnutrition in different parts of the world"
"1228","SC158Q09HA","Formal curriculum in <national modal grade for 15-year-olds>: Causes of poverty"
"1229","SC158Q12HA","Formal curriculum in <national modal grade for 15-year-olds>: Equality between men and women in [...] the world"
"1230","SC061Q01TA","Extent to which student learning is hindered by: Student truancy"
"1231","SC061Q02TA","Extent to which student learning is hindered by: Students skipping classes"
"1232","SC061Q03TA","Extent to which student learning is hindered by: Students lacking respect for teachers"
"1233","SC061Q04TA","Extent to which student learning is hindered by: Student use of alcohol or illegal drugs"
"1234","SC061Q05TA","Extent to which student learning is hindered by: Students intimidating or bullying other students"
"1235","SC061Q11HA","Extent to which student learning is hindered by: Students not being attentive"
"1236","SC061Q06TA","Extent to which student learning is hindered by: Teachers not meeting individual students' needs"
"1237","SC061Q07TA","Extent to which student learning is hindered by: Teacher absenteeism"
"1238","SC061Q08TA","Extent to which student learning is hindered by: Staff resisting change"
"1239","SC061Q09TA","Extent to which student learning is hindered by: Teachers being too strict with students"
"1240","SC061Q10TA","Extent to which student learning is hindered by: Teachers not being well prepared for classes"
"1241","SC002Q01TA","As of <February 1, 2018>, what was the total school enrolment (number of students)? Number of boys"
"1242","SC002Q02TA","As of <February 1, 2018>, what was the total school enrolment (number of students)? Number of girls"
"1243","SC048Q01NA","Percentage <national modal grade for 15-year-olds>: Students whose <heritage language> is different from <test language>"
"1244","SC048Q02NA","Percentage <national modal grade for 15-year-olds>: Students with special needs"
"1245","SC048Q03NA","Percentage <national modal grade for 15-year-olds>: Students from socioeconomically disadvantaged homes"
"1246","SC004Q01TA","At your school, what is the total number of students in the <national modal grade for 15-year-olds>?"
"1247","SC004Q02TA","Approximately, how many computers are available for these students for educational purposes?"
"1248","SC004Q03TA","Approximately, how many of these computers are connected to Internet/World Wide Web?"
"1249","SC004Q04NA","Approximately, how many of these computers are portable (e.g. laptop, tablet)?"
"1250","SC004Q05NA","Approximately, how many interactive Whiteboards are available in the school altogether?"
"1251","SC004Q06NA","Approximately, how many data projectors are available in the school altogether?"
"1252","SC004Q07NA","Approximately, how many computers with Internet connection are available for teachers in your school?"
"1253","SC018Q01TA01","Teachers in TOTAL: Full-time"
"1254","SC018Q01TA02","Teachers in TOTAL: Part-time"
"1255","SC018Q02TA01","Teachers <fully certified> by <the appropriate authority>: Full-time"
"1256","SC018Q02TA02","Teachers <fully certified> by <the appropriate authority>: Part-time"
"1257","SC018Q05NA01","Teachers with an <ISCED Level 5A Bachelor degree> qualification: Full-time"
"1258","SC018Q05NA02","Teachers with an <ISCED Level 5A Bachelor degree> qualification: Part-time"
"1259","SC018Q06NA01","Teachers with an <ISCED Level 5A Master's degree> qualification: Full-time"
"1260","SC018Q06NA02","Teachers with an <ISCED Level 5A Master's degree> qualification: Part-time"
"1261","SC018Q07NA01","Teachers with an <ISCED Level 6> qualification: Full-time"
"1262","SC018Q07NA02","Teachers with an <ISCED Level 6> qualification: Part-time"
"1263","SC025Q01NA","During the last three months, what percentage of teaching staff [...] attended a programme of professional development?"
"1264","SC159Q01HA","Does your school host visiting teachers from other countries?"
"1265","SC003Q01TA","What is the average size of <test language> classes in <national modal grade for 15-year-olds> in your school?"
"1266","SC053Q01TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Band, orchestra or choir"
"1267","SC053Q02TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: School play or school musical"
"1268","SC053Q03TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: School yearbook, newspaper [...]"
"1269","SC053Q04TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Volunteering [...]"
"1270","SC053Q12IA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Book club"
"1271","SC053Q13IA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Debating club or debating [...]"
"1272","SC053Q09TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Art club or art activities"
"1273","SC053Q10TA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Sporting team or sporting [...]"
"1274","SC053Q14IA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Lectures and/or seminars [...]"
"1275","SC053Q15IA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Collaboration with local libraries"
"1276","SC053Q16IA","<This academic year>, activities offered to <national modal grade for 15-year-olds>: Collaboration with local newspapers"
"1277","SC053D11TA","<This academic year>,follow. activities/school offers<national modal grade for 15-year-olds>? <country specific item>"
"1278","SC150Q01IA","School's equity-oriented policies: These students attend regular classes and receive additional periods of [...]"
"1279","SC150Q02IA","School's equity-oriented policies: Before transferring to regular classes, [...] preparatory programme aimed at [...]"
"1280","SC150Q03IA","School's equity-oriented policies: Before transferring to regular classes, [...] instruction in school subjects [...]"
"1281","SC150Q04IA","School's equity-oriented policies: These students receive [...] amounts of instruction in their <heritage language>"
"1282","SC150Q05IA","Schools equity-oriented policies: Class size is reduced to cater to the special needs of these students."
"1283","SC164Q01HA","In the last full academic year, what proportion of students in [...] final grade left school without a <certificate>?"
"1284","SC064Q01TA","Proportion of parents: Discussed their child's progress with a teacher on their own initiative"
"1285","SC064Q02TA","Proportion of parents: Discussed their child's progress on the initiative of one of their child's teachers"
"1286","SC064Q03TA","Proportion of parents: Participated in local school government (e.g. parent council or school management committee)"
"1287","SC064Q04NA","Proportion of parents: Volunteered in physical or extra-curricular activities [...]"
"1288","SC152Q01HA","Does your school offer additional <test language> lessons [...] during the usual school hours?"
"1289","SC160Q01WA","What is the purpose of these additional <test language> lessons?"
"1290","SC052Q01NA","For 15-year old students, school provides study help: Room(s) where the students can do their homework"
"1291","SC052Q02NA","For 15-year old students, school provides study help: Staff help with homework"
"1292","SC052Q03HA","For 15-year old students, school provides study help: Peer-to-peer tutoring"
"1293","PRIVATESCH","School type derived from sampling information; values = public, private, missing"
"1294","SCHLTYPE","School Ownership"
"1295","STRATIO","Student-Teacher ratio"
"1296","SCHSIZE","School Size (Sum)"
"1297","RATCMP1","Number of available computers per student at modal grade"
"1298","RATCMP2","Proportion of available computers that are connected to the Internet"
"1299","TOTAT","Total number of all teachers at school"
"1300","PROATCE","Index proportion of all teachers fully certified"
"1301","PROAT5AB","Index proportion of all teachers ISCED LEVEL 5A Bachelor"
"1302","PROAT5AM","Index proportion of all teachers ISCED LEVEL 5A Master"
"1303","PROAT6","Index proportion of all teachers ISCED LEVEL 6"
"1304","CLSIZE","Class Size"
"1305","CREACTIV","Creative extra-curricular activities (Sum)"
"1306","EDUSHORT","Shortage of educational material (WLE)"
"1307","STAFFSHORT","Shortage of educational staff (WLE)"
"1308","STUBEHA","Student behaviour hindering learning (WLE)"
"1309","TEACHBEHA","Teacher behaviour hindering learning (WLE)"
"1310","SCMCEG","School principal's view on teachers' multicultural and egalitarian beliefs (WLE)"
"1311","W_SCHGRNRABWT","GRADE NONRESPONSE ADJUSTED SCHOOL BASE WEIGHT"
"1312","W_FSTUWT_SCH_SUM","Sum of W_FSTUWT"
"1313","SENWT","Senate Weight (sum of 5000 per country)"
"1314","VER_DAT","Date of the database creation"
